15
1e
13
14
19
12
17
18
3d
66
3b
3c
41
3a
3f
40
65
6e
63
64
69
62
67
68
4d
76
4b
4c
51
4a
4f
50
75
7e
73
74
79
72
77
78
1d
46
1b
1c
21
1a
1f
20
45
4e
43
44
49
42
47
48
2d
56
2b
2c
31
2a
2f
30
55
5e
53
54
59
52
57
58
7d
26
7b
7c
81
7a
7f
80
25
2e
23
24
29
22
27
28
8d
36
8b
8c
11
8a
0f
10
35
3e
33
34
39
32
37
38
5d
86
5b
5c
61
5a
5f
60
85
8e
83
84
89
82
87
88
6d
16
6b
6c
71
6a
6f
70
15
1e
13
14
19
12
17
18
3d
66
3b
3c
41
3a
3f
40
65
6e
63
64
69
62
67
68
4d
76
4b
4c
51
4a
4f
50
75
7e
73
74
79
72
77
78
1d
46
1b
1c
21
1a
1f
20
45
4e
43
44
49
42
47
48
2d
56
2b
2c
31
2a
2f
30
55
5e
53
54
59
52
57
58
7d
26
7b
7c
81
7a
7f
80
25
2e
23
24
29
22
27
28
8d
36
8b
8c
11
8a
0f
10
35
3e
33
34
39
32
37
38
5d
86
5b
5c
61
5a
5f
60
85
8e
83
84
89
82
87
88
6d
16
6b
6c
71
6a
6f
70
15
1e
13
14
19
12
17
18
3d
66
3b
3c
41
3a
3f
40
65
6e
63
64
69
62
67
68
4d
76
4b
4c
51
4a
4f
50
75
7e
73
74
79
72
77
78
1d
46
1b
1c
21
1a
1f
20
45
4e
43
44
49
42
47
48
2d
56
2b
2c
31
2a
2f
30
55
5e
53
54
59
52
57
58
7d
26
7b
7c
81
7a
7f
80
25
2e
23
24
29
22
27
28
8d
36
8b
8c
11
8a
0f
10
35
3e
33
34
39
32
37
38
5d
86
5b
5c
61
5a
5f
60
85
8e
83
84
89
82
87
88
6d
16
6b
6c
71
6a
6f
70
15
1e
13
14
19
12
17
18
3d
66
3b
3c
41
3a
3f
40
65
6e
63
64
69
62
67
68
4d
76
4b
4c
51
4a
4f
50
75
7e
73
74
79
72
77
78
1d
46
1b
1c
21
1a
1f
20
45
4e
43
44
49
42
47
48
2d
56
2b
2c
31
2a
2f
30
55
5e
53
54
59
52
57
58
7d
26
7b
7c
81
7a
7f
80
25
2e
23
24
29
22
27
28
8d
36
8b
8c
11
8a
0f
10
35
3e
33
34
39
32
37
38
5d
86
5b
5c
61
5a
5f
60
85
8e
83
84
89
82
87
88
6d
16
6b
6c
71
6a
6f
70
15
1e
13
14
19
12
17
18
3d
66
3b
3c
41
3a
3f
40
65
6e
63
64
69
62
67
68
4d
76
4b
4c
51
4a
4f
50
75
