01,03,a3,00,00,15,00,46,00,80,02,00,00,00,
01,03,a4,00,00,1e,00,46,00,80,02,00,00,00,
01,03,a5,00,00,13,00,46,00,80,02,00,00,00,
01,03,a6,00,00,14,00,46,00,80,02,00,00,00,
01,03,a7,00,00,19,00,46,00,80,02,00,00,00,
01,03,a8,00,00,12,00,46,00,80,02,00,00,00,
01,03,a9,00,00,17,00,46,00,80,02,00,00,00,
01,03,aa,00,00,18,00,46,00,80,02,00,00,00,
01,03,ab,00,00,3d,00,46,00,80,02,00,00,00,
01,03,ac,00,00,66,00,46,00,80,02,00,00,00,
01,03,ad,00,00,3b,00,46,00,80,02,00,00,00,
01,03,ae,00,00,3c,00,46,00,80,02,00,00,00,
01,03,af,00,00,41,00,46,00,80,02,00,00,00,
01,03,b0,00,00,3a,00,46,00,80,02,00,00,00,
01,03,b1,00,00,3f,00,46,00,80,02,00,00,00,
01,03,b2,00,00,40,00,46,00,80,02,00,00,00,
01,03,b3,00,00,65,00,46,00,80,02,00,00,00,
01,03,b4,00,00,6e,00,46,00,80,02,00,00,00,
01,03,b5,00,00,63,00,46,00,80,02,00,00,00,
01,03,b6,00,00,64,00,46,00,80,02,00,00,00,
01,03,b7,00,00,69,00,46,00,80,02,00,00,00,
01,03,b8,00,00,62,00,46,00,80,02,00,00,00,
01,03,b9,00,00,67,00,46,00,80,02,00,00,00,
01,03,ba,00,00,68,00,46,00,80,02,00,00,00,
01,03,bb,00,00,4d,00,46,00,80,02,00,00,00,
01,03,bc,00,00,76,00,46,00,80,02,00,00,00,
01,03,bd,00,00,4b,00,46,00,80,02,00,00,00,
01,03,be,00,00,4c,00,46,00,80,02,00,00,00,
01,03,bf,00,00,51,00,46,00,80,02,00,00,00,
01,03,c0,00,00,4a,00,46,00,80,02,00,00,00,
01,03,c1,00,00,4f,00,46,00,80,02,00,00,00,
01,03,c2,00,00,50,00,46,00,80,02,00,00,00,
01,03,c3,00,00,75,00,46,00,80,02,00,00,00,
01,03,c4,00,00,7e,00,46,00,80,02,00,00,00,
01,03,c5,00,00,73,00,46,00,80,02,00,00,00,
01,03,c6,00,00,74,00,46,00,80,02,00,00,00,
01,03,c7,00,00,79,00,46,00,80,02,00,00,00,
01,03,c8,00,00,72,00,46,00,80,02,00,00,00,
01,03,c9,00,00,77,00,46,00,80,02,00,00,00,
01,03,ca,00,00,78,00,46,00,80,02,00,00,00,
01,03,cb,00,00,1d,00,46,00,80,02,00,00,00,
01,03,cc,00,00,46,00,46,00,80,02,00,00,00,
01,03,cd,00,00,1b,00,46,00,80,02,00,00,00,
01,03,ce,00,00,1c,00,46,00,80,02,00,00,00,
01,03,cf,00,00,21,00,46,00,80,02,00,00,00,
01,03,d0,00,00,1a,00,46,00,80,02,00,00,00,
01,03,d1,00,00,1f,00,46,00,80,02,00,00,00,
01,03,d2,00,00,20,00,46,00,80,02,00,00,00,
